Age,Gender,High_School_GPA,SAT_Score,University_Ranking,University_GPA,Target,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Current_Job_Level,Work_Life_Balance,Entrepreneurship
20,Female,2.33,1139,261,3.45,Law,3,7,3,2,5,2,25000,5,2,Mid,6,No
26,Female,2.3,1364,725,3.14,Law,4,1,5,2,5,0,45500,7,3,Mid,10,No
21,Male,3.15,1006,825,2.97,Medicine,0,2,2,2,2,3,54400,4,5,Senior,1,Yes
23,Female,3.31,1079,256,3.4,Arts,4,6,4,5,5,5,58700,2,5,Entry,2,Yes
27,Female,2.39,915,728,2.79,Arts,0,1,1,9,6,0,58000,2,3,Senior,9,Yes
22,Female,2.78,1254,863,2.25,Arts,2,4,0,6,2,4,33100,5,5,Senior,1,No
27,Male,3.89,1208,424,2.98,Mathematics,0,8,4,9,1,0,43700,2,5,Mid,1,No
18,Female,2.49,1488,501,3.04,Mathematics,2,6,4,6,6,3,52100,2,2,Mid,9,No
26,Female,3.34,1504,286,2.4,Medicine,4,2,0,9,9,1,38700,2,2,Entry,3,No
18,Male,3.48,1080,938,3.87,Business,4,1,0,5,9,3,52700,4,2,Mid,6,No
25,Female,2.9,1073,7,2.45,Mathematics,3,9,3,1,9,5,58100,8,1,Mid,3,No
26,Male,3.88,1253,497,2.82,Engineering,3,8,3,6,5,3,41900,7,1,Entry,2,No
26,Male,3.47,1253,892,2.31,Medicine,2,8,3,4,10,3,59600,5,1,Entry,3,Yes
18,Female,2.92,1118,199,3.07,Medicine,2,8,4,9,1,0,46200,7,1,Mid,10,Yes
19,Female,3.14,1554,603,2.62,Computer Science,1,9,4,6,3,1,37800,6,3,Executive,4,Yes
29,Female,3.39,1214,984,2.98,Arts,1,2,4,1,8,1,69800,8,2,Entry,1,No
18,Male,3.18,1333,659,2.45,Law,1,0,3,6,9,5,42700,8,5,Entry,3,Yes
27,Other,3.76,1181,937,2.11,Medicine,4,8,1,3,4,0,28400,7,4,Senior,7,No
19,Male,2.71,1158,418,3.56,Business,0,6,4,3,3,0,42300,5,1,Entry,2,No
27,Male,2.6,1458,662,3.28,Mathematics,2,1,4,7,2,0,53700,6,5,Executive,7,No
29,Male,2.43,904,52,2.68,Engineering,3,5,4,2,5,4,55100,10,2,Mid,4,No
25,Female,2.08,1473,243,2.09,Business,2,8,3,9,2,4,33700,8,3,Senior,7,No
22,Female,2.09,1495,219,3.73,Medicine,0,7,2,9,9,3,59300,7,5,Senior,3,No
29,Female,3.74,1544,518,2.34,Medicine,2,5,3,7,10,5,49400,5,4,Mid,7,Yes
28,Female,3.36,1293,970,3.86,Computer Science,3,5,2,9,9,4,28200,10,5,Entry,10,No
24,Male,3.32,1235,109,2.96,Business,3,7,3,6,3,0,25000,8,2,Entry,7,No
19,Female,3.23,962,351,2.68,Computer Science,0,8,1,9,4,0,53200,4,5,Entry,3,No
25,Male,3.7,943,921,3.48,Law,3,7,1,10,9,0,45200,6,3,Senior,6,No
28,Female,2.96,1052,66,3.75,Business,4,0,4,2,1,1,36700,4,2,Mid,9,No
23,Male,3.74,1582,10,2.74,Arts,3,1,3,5,7,5,40700,5,1,Entry,7,No
25,Female,2.72,1055,202,2.81,Law,0,5,2,6,2,1,48500,10,2,Entry,5,Yes
18,Female,3.85,1377,794,2.87,Arts,0,7,2,6,9,4,48200,3,5,Entry,1,No
18,Female,3.4,1174,901,3.84,Business,2,3,1,4,3,2,48200,2,4,Mid,8,No
29,Female,2.51,1257,214,3.39,Computer Science,3,3,4,4,6,2,47800,1,2,Entry,4,No
24,Male,3.13,1325,68,2.5,Arts,3,1,2,5,5,0,79600,3,2,Entry,2,No
25,Female,3.07,1431,759,2.37,Medicine,0,9,3,6,2,1,42300,1,2,Mid,9,No
20,Male,2.28,1382,866,2.46,Mathematics,2,0,4,8,9,5,60900,6,2,Entry,3,No
22,Female,3.18,1113,327,2.53,Engineering,2,9,5,10,3,3,59100,2,5,Entry,6,No
29,Female,2.63,978,50,2.46,Computer Science,4,8,3,1,6,4,41300,3,1,Entry,3,No
18,Male,2.1,1038,17,3.32,Law,4,6,3,8,9,1,25000,8,4,Senior,7,No
24,Other,3.9,997,523,2.23,Mathematics,0,8,1,2,8,0,43700,5,2,Entry,2,No
22,Female,3.28,1563,821,2.77,Law,2,1,3,7,10,0,25100,2,4,Mid,4,No
25,Male,3.75,1097,306,3.25,Business,2,9,0,4,5,2,25000,2,5,Mid,10,No
25,Female,3.35,1055,392,2.58,Law,4,4,4,8,6,5,42400,3,1,Mid,9,No
26,Male,2.71,949,988,2.13,Engineering,4,1,0,6,3,5,51200,3,2,Entry,8,Yes
24,Female,3.03,1378,124,2.16,Engineering,0,9,3,5,5,0,46800,8,1,Entry,8,No
28,Female,3.35,1127,504,2.25,Medicine,2,6,3,10,6,0,25500,5,2,Entry,8,No
18,Other,3.92,1356,225,3.67,Law,0,8,1,10,3,3,31800,8,2,Entry,7,No
20,Female,2.51,1421,756,3.32,Computer Science,4,2,1,5,10,4,52300,4,3,Entry,6,No
25,Male,3.75,1048,318,2.13,Engineering,3,0,5,4,2,3,59300,9,4,Entry,8,No
20,Female,3.85,957,473,2.78,Computer Science,4,3,1,3,10,2,37500,3,1,Entry,7,No
25,Male,3.34,1061,981,2.56,Medicine,2,3,5,3,9,1,49600,2,4,Entry,1,No
18,Female,3.86,1376,844,3.16,Business,0,5,1,3,7,5,53100,6,4,Mid,6,No
22,Female,2.8,1006,891,3.05,Engineering,2,4,5,7,4,2,75900,4,4,Senior,8,No
21,Male,3.91,1326,858,2.96,Engineering,4,4,2,8,3,5,73700,2,1,Entry,5,No
22,Male,3.41,1294,541,2.63,Engineering,4,8,1,8,4,0,58900,6,2,Entry,6,No
25,Female,2.08,1085,358,2.28,Law,1,0,3,2,9,4,25000,4,2,Entry,2,No
27,Female,3.81,1457,483,3.48,Computer Science,4,7,5,3,9,0,72200,10,2,Entry,2,Yes
21,Male,2.97,1345,869,3.76,Mathematics,2,7,3,2,6,4,57100,4,2,Entry,2,No
28,Male,2.92,1540,878,3.89,Engineering,0,7,5,6,9,4,40300,10,2,Entry,6,No
21,Male,3.13,1347,940,2.12,Computer Science,0,2,4,3,9,4,79600,4,2,Senior,5,No
20,Female,2.3,986,877,3.48,Law,1,9,5,6,6,1,45300,4,5,Mid,6,No
24,Male,2.94,1148,429,3.45,Arts,2,7,0,4,5,2,82300,8,5,Executive,6,Yes
20,Female,3.66,1339,797,3.89,Arts,4,1,5,10,3,5,33100,1,2,Entry,4,No
29,Male,2.03,1156,497,2.51,Computer Science,3,7,5,10,1,5,43600,9,1,Senior,7,No
20,Female,2.55,1176,472,3.48,Law,0,7,2,6,4,1,25000,3,4,Senior,9,No
28,Male,2,1337,571,2.11,Arts,2,2,2,3,1,1,43000,5,4,Senior,7,Yes
27,Female,2.83,1415,655,3.26,Medicine,1,3,4,5,1,1,68100,5,1,Entry,6,No
22,Male,3.46,1476,838,2.7,Medicine,3,8,4,8,6,3,41600,4,5,Mid,3,No
22,Female,3.6,1101,864,3.54,Arts,2,8,1,3,5,3,37500,4,4,Mid,6,No
23,Male,3.89,1474,300,3.73,Business,4,9,4,9,7,3,68800,7,5,Mid,8,No
25,Female,3.22,1554,738,2.73,Computer Science,0,8,2,9,1,1,52400,4,3,Mid,8,No
27,Female,2.51,1079,676,3.05,Arts,4,9,0,7,1,0,52000,10,4,Mid,4,No
23,Male,3.85,1585,84,2.23,Computer Science,1,5,5,8,8,3,33600,3,3,Executive,5,No
29,Female,3.55,1224,377,2.83,Mathematics,0,0,0,9,6,3,34800,9,3,Senior,4,No
18,Female,3.15,1522,313,2.72,Mathematics,3,7,2,1,8,1,46300,4,3,Senior,2,No
25,Male,3.39,1586,629,2.37,Law,0,8,1,7,6,2,25000,4,3,Entry,5,No
25,Male,3.85,1374,320,3.79,Mathematics,4,7,0,10,6,0,62000,10,2,Mid,1,Yes
26,Male,3.42,1564,204,2.3,Mathematics,2,0,5,3,10,4,59200,8,2,Entry,2,Yes
26,Female,2.74,1299,355,3.27,Arts,2,5,5,6,7,4,56300,7,1,Entry,7,No
19,Female,3.43,1116,294,3.78,Medicine,2,8,0,9,2,5,30300,4,4,Senior,5,No
19,Male,2.08,1352,504,3.82,Law,1,8,1,10,3,0,60600,8,1,Senior,10,No
20,Female,2.77,1303,145,3.59,Mathematics,1,6,0,8,4,1,37200,10,3,Mid,8,No
18,Female,2.81,1139,539,2.35,Business,2,6,3,2,1,2,68600,2,1,Senior,6,No
21,Female,2.33,1085,17,3.63,Computer Science,3,3,2,4,9,2,45400,9,2,Entry,8,No
21,Female,2.05,947,575,2.55,Business,4,6,0,5,9,4,51200,2,5,Entry,2,No
26,Female,2.27,1285,779,3.84,Mathematics,3,9,0,10,4,2,59500,10,5,Senior,8,No
26,Female,3.31,1107,576,3.42,Medicine,2,4,1,6,1,4,54500,3,5,Entry,9,No
26,Male,3.6,1056,39,3.57,Mathematics,4,9,0,7,1,5,25000,6,5,Entry,8,No
27,Female,3.98,1124,130,2.17,Engineering,1,4,1,4,6,3,25000,7,5,Entry,7,No
24,Female,2.69,1043,115,3.17,Engineering,0,0,2,4,2,5,38200,9,4,Entry,8,No
19,Male,3.2,1318,450,3.64,Computer Science,0,1,3,5,1,1,56100,8,3,Entry,2,No
27,Female,3.87,1010,950,3.72,Law,4,8,4,9,10,2,75800,6,2,Entry,6,No
22,Female,2.33,1364,925,2.06,Medicine,3,1,2,9,2,1,45400,8,5,Senior,7,No
21,Female,3.44,1031,45,3.88,Mathematics,4,9,0,1,7,3,62200,5,4,Senior,9,Yes
29,Male,3.51,1524,216,2.09,Computer Science,3,1,3,5,4,0,60200,10,2,Entry,3,No
28,Male,2.18,1500,600,3.23,Law,3,8,4,5,7,0,29900,10,5,Mid,6,No
25,Female,3.72,1572,848,3.39,Computer Science,0,2,4,7,7,0,49900,9,3,Entry,8,No
19,Female,3.63,1233,415,2.21,Computer Science,1,1,5,8,4,4,41000,4,1,Mid,4,No
23,Male,2.07,974,689,2.1,Business,2,6,5,3,2,4,36200,1,3,Entry,5,No
22,Female,2.18,1311,265,3.57,Arts,1,8,0,1,9,0,75500,8,3,Mid,2,No
29,Female,2.1,1418,923,2.77,Medicine,2,5,5,2,10,3,55700,5,5,Mid,10,No
19,Male,2.67,1524,440,2.21,Business,0,6,4,6,10,5,37500,9,1,Entry,7,No
28,Male,3.02,935,617,3.53,Law,2,2,4,6,3,4,41100,3,1,Senior,8,No
27,Male,3.06,1524,381,3.7,Arts,3,2,2,5,1,5,51900,9,2,Mid,6,No
18,Female,2.54,1122,846,3.17,Computer Science,4,7,5,5,8,5,55600,8,4,Mid,9,No
25,Male,3.82,1429,301,2.32,Engineering,2,6,5,9,4,0,25000,6,2,Entry,3,No
19,Male,2.74,1140,985,2.03,Mathematics,1,4,2,7,9,1,70000,10,5,Mid,9,No
24,Male,2.09,1033,171,3.4,Business,0,5,4,6,8,0,53100,10,1,Entry,9,No
26,Male,2.6,1290,620,3.1,Medicine,0,8,1,7,7,0,36100,8,3,Senior,9,No
26,Male,3.06,1001,406,3.3,Medicine,4,2,0,3,9,1,86200,8,3,Senior,6,No
25,Male,2.82,1551,355,3.63,Arts,3,2,1,7,2,5,56500,7,4,Entry,9,No
28,Female,2.55,1580,161,2.87,Business,3,5,1,3,4,4,73200,7,5,Mid,7,No
29,Female,2.26,1397,795,2.25,Computer Science,0,7,4,8,5,5,68700,3,5,Entry,8,No
27,Male,3.64,1410,552,3.88,Arts,3,4,0,10,5,1,80300,7,2,Senior,8,Yes
26,Male,3.99,1436,26,3.09,Law,4,0,1,10,1,4,65900,3,1,Entry,8,Yes
19,Other,2.66,1444,83,3.23,Medicine,0,2,2,9,9,3,64200,9,1,Entry,3,No
23,Male,2.76,1242,173,3.87,Law,3,7,2,3,9,4,61500,5,4,Entry,6,No
21,Male,3.24,905,999,3.86,Business,2,3,0,7,5,2,71600,8,3,Mid,7,Yes
21,Male,3.44,1093,685,3.14,Engineering,2,8,1,8,10,4,41600,3,2,Entry,4,No
22,Male,2.78,1036,794,2.6,Law,3,5,3,3,3,2,56200,3,4,Mid,4,No
29,Female,3.81,1372,70,3.99,Mathematics,2,9,5,6,8,4,41800,3,1,Mid,7,No
20,Male,3.12,1115,835,3.36,Computer Science,4,3,3,7,7,1,64000,8,2,Entry,2,No
18,Female,2.9,1248,6,2.82,Mathematics,1,3,0,4,5,4,45500,9,5,Mid,8,No
25,Male,3.29,1082,796,3.12,Medicine,4,9,5,6,1,0,46600,7,3,Entry,6,Yes
22,Male,3.91,1067,195,2.83,Mathematics,4,4,0,7,7,4,25000,1,1,Senior,9,No
20,Female,3.59,937,525,3.78,Business,3,6,3,7,1,1,79900,6,1,Entry,5,No
27,Male,2.08,1574,63,2.96,Engineering,4,6,1,1,1,1,31400,3,4,Senior,10,No
24,Female,2.66,1370,13,3.65,Medicine,3,9,1,2,9,4,56400,1,3,Mid,10,Yes
24,Male,2.94,1351,761,3.68,Engineering,0,6,4,1,6,4,59200,10,1,Mid,1,No
18,Female,2.63,1389,205,3.65,Medicine,3,4,5,9,7,4,71200,2,1,Entry,7,No
29,Male,3.4,1041,897,3.44,Arts,3,8,0,7,2,5,42600,3,1,Entry,4,No
26,Female,3.65,1002,765,3.71,Mathematics,0,1,1,7,8,5,29600,7,4,Entry,10,Yes
19,Male,3.46,941,40,2.77,Arts,1,7,3,3,7,3,64400,6,1,Entry,4,No
22,Female,3.98,1046,165,2.23,Arts,0,9,5,5,5,2,67400,2,4,Entry,3,No
22,Male,2.55,965,31,3.68,Business,3,7,3,2,8,4,55500,5,5,Entry,5,No
25,Female,3.75,1092,529,3,Arts,2,2,2,5,2,4,50700,1,5,Entry,6,No
25,Male,3.53,1197,649,2.25,Business,3,4,1,8,6,2,49500,3,5,Entry,3,Yes
24,Female,2.72,937,877,2.23,Computer Science,0,7,4,10,4,0,33400,1,5,Executive,8,No
24,Male,3.47,1401,832,2.32,Arts,3,9,4,3,7,3,25000,3,2,Mid,2,No
29,Male,2.21,1552,825,3.5,Business,0,8,5,4,6,3,74900,2,2,Senior,7,Yes
28,Female,3.58,1517,909,3.42,Medicine,4,6,0,8,6,0,50200,4,5,Entry,1,No
23,Male,3.06,1327,677,2.41,Business,1,3,2,2,5,2,62300,5,5,Entry,9,No
23,Male,2.58,1563,398,3.69,Law,1,3,5,1,5,2,44700,3,3,Mid,9,Yes
28,Female,3.31,1251,459,2.56,Business,0,2,3,3,2,1,44700,10,1,Senior,5,No
26,Other,3.28,1225,793,3.59,Mathematics,1,7,3,2,7,2,43000,5,3,Mid,2,No
23,Male,2.42,937,223,2.98,Law,2,5,0,10,7,5,47100,7,3,Mid,6,No
29,Female,2.06,996,634,3.46,Medicine,2,9,4,2,8,3,66900,10,3,Entry,10,No
19,Female,2.87,1007,78,2.76,Mathematics,1,5,4,4,4,5,52000,9,3,Executive,5,No
19,Male,3.14,1530,825,2.69,Business,0,9,3,6,9,1,75200,8,3,Mid,4,Yes
22,Female,3.75,1050,839,3.68,Mathematics,2,9,0,10,10,4,33000,6,3,Entry,2,No
21,Female,3.86,973,600,2.07,Medicine,1,8,5,10,3,4,47300,9,5,Entry,5,No
28,Other,3.06,956,625,3.95,Mathematics,3,2,1,5,3,4,49200,8,3,Entry,8,No
19,Male,3.51,1234,612,3.3,Law,2,3,5,4,2,1,60900,4,2,Entry,2,Yes
20,Female,2.88,1151,938,2.86,Engineering,4,2,2,8,10,3,39500,2,1,Mid,7,No
24,Male,3.49,1153,938,3.26,Arts,2,2,4,5,7,2,67300,9,2,Entry,3,No
25,Male,2.41,1284,815,2.25,Law,1,0,5,2,10,1,59500,6,4,Entry,6,No
29,Male,2.74,1355,884,3.03,Computer Science,1,9,4,4,2,3,74000,10,2,Mid,4,No
23,Other,3.27,1158,428,3.97,Business,1,5,4,7,7,2,42400,8,4,Entry,6,No
28,Female,2.04,1364,425,2.47,Mathematics,0,8,1,4,3,0,25100,8,5,Entry,2,No
22,Female,3.44,933,387,3.44,Medicine,0,4,1,6,1,3,64500,4,4,Mid,10,No
18,Female,3.67,1394,239,2.87,Arts,3,9,5,2,8,5,66400,10,3,Entry,5,Yes
25,Male,2.8,1225,858,3.3,Mathematics,3,1,2,9,8,5,25000,5,3,Entry,2,No
20,Male,2.9,1137,623,2.41,Business,2,9,4,4,10,0,58500,1,3,Executive,8,No
23,Male,3.7,1590,90,2.94,Arts,1,3,3,1,1,4,54700,9,4,Mid,9,No
20,Male,3.55,1515,385,3.96,Engineering,3,5,4,3,6,4,41800,7,4,Entry,8,No
24,Female,2.58,1440,975,2.39,Business,1,6,2,7,4,3,73300,1,4,Mid,1,No
24,Female,2.65,1365,139,3.27,Mathematics,2,6,5,10,5,5,43700,10,1,Entry,5,No
29,Male,3.36,1203,997,3.15,Medicine,0,3,2,9,8,0,75500,10,1,Entry,4,No
26,Male,3.13,1016,647,3.13,Engineering,3,9,3,6,8,1,64100,3,1,Mid,4,No
22,Male,2.32,1106,524,3.23,Business,4,9,1,4,7,2,60800,9,3,Entry,7,No
25,Male,2.62,1596,244,3,Arts,4,4,3,2,5,4,57300,1,5,Senior,10,No
27,Female,3.8,1380,505,2.03,Mathematics,4,3,2,9,6,4,61000,6,2,Entry,10,No
27,Female,3.38,1549,422,3.8,Engineering,4,9,3,8,8,4,41100,5,1,Mid,4,No
25,Female,3.97,1302,182,3.65,Medicine,4,5,4,7,5,4,32100,4,2,Entry,1,No
18,Male,3.53,1575,195,2.35,Business,4,6,2,2,3,5,75500,1,1,Mid,3,Yes
29,Male,3.88,1486,874,2.83,Arts,4,1,5,2,9,3,41500,7,4,Entry,8,No
22,Male,2.43,1132,634,3.54,Mathematics,3,9,1,8,9,5,46800,1,4,Entry,10,No
20,Female,3.54,1183,53,3.96,Arts,4,2,1,9,10,3,29900,1,3,Senior,7,No
18,Female,2.04,1379,986,3.9,Law,4,7,3,9,1,0,59300,2,3,Senior,2,No
21,Male,3.34,908,990,3.8,Engineering,2,6,3,8,7,1,34100,9,2,Senior,7,No
25,Female,2.94,1278,928,2.32,Mathematics,3,0,3,1,4,0,56200,1,3,Entry,2,No
20,Female,2.69,1502,868,3.83,Business,2,3,5,5,6,5,45100,8,5,Mid,6,No
27,Female,3.72,1280,685,3.76,Law,1,4,4,7,7,5,53500,1,5,Senior,8,No
19,Female,3.71,1561,179,2.75,Arts,4,2,1,10,8,1,75300,1,5,Entry,3,No
28,Female,2.04,1259,293,2.79,Engineering,0,3,2,6,5,3,33000,9,3,Entry,3,No
26,Female,3.22,1075,375,2.92,Computer Science,4,9,2,1,5,4,42300,8,1,Entry,8,No
27,Male,2.74,1384,59,3.31,Mathematics,4,9,1,10,6,0,38500,1,2,Entry,8,Yes
22,Male,2.83,1304,54,2.52,Arts,2,9,5,6,7,1,57400,7,2,Senior,10,Yes
24,Male,3.66,932,914,2.05,Engineering,1,6,3,4,5,2,56200,8,2,Entry,6,No
28,Male,2.62,1364,769,2.28,Computer Science,2,7,0,3,5,1,46800,2,1,Entry,1,No
28,Female,3.89,1595,245,2.88,Mathematics,3,8,3,4,4,0,67600,4,3,Entry,3,No
19,Female,2.36,1056,149,2.56,Engineering,1,1,5,8,1,3,50400,2,1,Mid,10,No
26,Male,3.33,1464,796,3.53,Arts,1,3,1,6,7,4,40800,6,4,Entry,7,Yes
26,Female,3.34,1101,368,2.21,Computer Science,1,0,4,9,7,2,69800,5,1,Entry,2,No
21,Male,2.5,1074,16,3.83,Mathematics,2,2,3,5,6,0,46400,5,3,Mid,9,Yes
21,Male,2.65,1143,176,3.79,Engineering,4,7,2,9,10,3,47500,8,1,Mid,9,No
23,Male,3.67,1168,540,3.82,Business,4,6,4,4,2,1,48700,1,3,Entry,2,No
27,Male,3.52,1345,406,3.48,Computer Science,4,7,1,4,2,3,53400,10,1,Executive,6,No
27,Male,2.66,973,467,2.21,Engineering,4,5,0,6,6,3,67800,2,1,Mid,2,No
27,Female,3.07,995,880,2.88,Business,4,4,3,10,9,4,63400,1,2,Mid,1,Yes
23,Male,2.12,1072,129,2.26,Computer Science,3,9,4,7,5,0,59300,4,2,Mid,10,No
29,Other,2.42,1305,223,3.98,Engineering,0,8,4,2,7,5,35500,2,2,Entry,9,No
18,Male,2.97,1054,884,2.67,Arts,1,4,2,4,2,3,49600,10,3,Entry,5,No
26,Male,2.17,1082,244,3.17,Computer Science,0,8,3,8,6,1,47900,7,5,Senior,1,No
19,Male,3.69,1222,426,3.56,Computer Science,3,3,0,9,6,1,58400,5,5,Entry,7,No
22,Female,3.44,1188,354,3.84,Mathematics,4,4,4,5,10,4,47100,5,5,Senior,3,No
26,Male,3.89,1157,750,3.51,Business,3,0,2,6,6,3,71600,1,5,Entry,6,No
21,Female,3.39,1486,744,3.35,Law,3,5,3,10,6,1,59700,2,3,Entry,4,No
28,Female,3.88,1073,326,2.93,Mathematics,0,2,3,7,4,5,58900,5,2,Entry,3,No
20,Female,3.11,1229,604,3.21,Law,1,9,0,7,5,1,35300,7,2,Mid,6,No
24,Female,3.2,1130,3,2.19,Engineering,2,1,2,3,4,4,39200,1,2,Mid,8,No
23,Male,3.95,1060,479,3.77,Arts,2,5,0,2,6,3,42100,7,3,Entry,6,No
25,Male,3.28,1085,976,3.09,Business,1,0,4,10,9,4,50100,2,1,Mid,6,No
20,Male,2.06,1042,81,2.08,Computer Science,4,8,5,8,5,3,67900,2,4,Entry,5,No
22,Female,3.45,1181,44,3.84,Law,3,4,1,9,5,1,38600,9,3,Mid,5,No
27,Male,3.81,1539,155,2.98,Business,4,6,1,8,3,5,25700,8,1,Mid,1,No
21,Male,3.59,1577,947,3.74,Business,3,9,0,8,7,0,71500,10,2,Entry,4,No
21,Other,3.17,926,536,3.71,Mathematics,2,8,0,2,5,1,43100,4,2,Mid,8,No
21,Male,3.34,1145,916,3.63,Business,1,8,5,4,2,0,49000,5,5,Entry,6,No
27,Female,3.98,1386,928,2.12,Computer Science,0,6,5,6,9,3,65100,9,5,Senior,7,No
25,Female,2.18,1546,99,2.49,Mathematics,0,3,5,8,5,3,67600,4,1,Entry,9,Yes
23,Male,3.33,1101,397,3.75,Medicine,1,3,5,2,7,2,36300,10,4,Entry,8,No
20,Male,2.57,920,880,3.8,Business,2,6,1,8,7,3,54000,8,1,Mid,4,Yes
27,Male,3.28,1490,171,2.92,Medicine,3,7,4,1,10,3,70900,5,1,Mid,7,Yes
22,Female,3.22,1569,148,2.88,Law,0,6,5,6,8,2,50600,1,4,Senior,3,No
23,Female,2.31,993,123,2.35,Arts,2,9,5,8,4,0,66600,7,1,Entry,5,No
22,Female,2.41,907,112,3.94,Mathematics,1,3,0,8,7,3,52500,10,1,Mid,3,No
23,Female,3.24,1371,130,2.43,Law,4,3,5,7,3,4,66500,3,3,Entry,7,Yes
25,Female,2.26,1238,68,2.38,Mathematics,2,7,4,7,9,3,70000,7,4,Entry,3,No
24,Male,2.53,1158,859,3.32,Arts,2,8,4,10,8,3,76000,8,2,Mid,8,No
22,Male,3.67,954,828,2.49,Arts,4,6,2,9,10,1,57100,4,5,Senior,10,Yes
27,Female,2.65,1447,729,3.88,Mathematics,2,2,4,2,9,3,44100,6,2,Senior,8,No
23,Male,2.98,905,900,2.02,Law,0,9,5,1,2,3,54100,10,2,Mid,6,Yes
21,Male,3.88,1276,892,2.01,Engineering,0,0,3,2,4,4,55000,7,5,Mid,9,No
29,Female,2.45,1453,608,3.01,Computer Science,0,4,5,3,1,2,50200,8,5,Mid,2,No
26,Male,2.78,949,657,2.98,Medicine,2,5,1,9,8,2,61000,3,1,Mid,6,No
21,Female,3.21,1011,897,2.33,Engineering,2,8,1,10,4,2,58500,7,4,Senior,4,No
18,Female,3.51,1045,545,2.99,Medicine,2,4,0,7,4,1,54300,5,5,Entry,7,No
24,Male,3.8,1129,286,2.82,Mathematics,1,0,0,5,7,3,83000,7,4,Entry,1,No
24,Female,3.83,1396,5,3.78,Computer Science,4,3,2,5,6,0,37800,6,1,Mid,4,Yes
21,Male,3.55,1205,118,2.02,Mathematics,2,1,5,6,3,0,55500,5,2,Mid,10,No
20,Male,2.46,1441,652,3.95,Business,4,3,2,2,8,4,50100,3,5,Mid,4,No
25,Male,2.05,1360,230,3.25,Mathematics,3,6,3,1,2,1,25000,10,5,Entry,6,No
22,Male,2.77,1527,160,2.3,Law,0,8,0,1,1,5,40600,2,1,Entry,10,Yes
27,Female,2.28,1125,294,2.09,Engineering,1,2,1,3,2,1,28800,3,4,Senior,6,No
24,Male,3.42,958,761,3.08,Mathematics,4,2,3,1,9,3,62500,2,4,Entry,6,No
21,Male,3.32,975,785,2.47,Computer Science,0,3,0,9,5,5,31100,3,3,Entry,4,Yes
21,Male,2.09,1327,186,2.6,Law,1,6,3,10,5,0,29400,2,2,Entry,5,No
25,Female,3.67,1031,877,2.49,Engineering,0,5,5,5,6,1,46900,1,3,Executive,8,No
25,Female,2.5,1397,552,3.3,Mathematics,2,4,4,9,3,4,44800,9,4,Entry,3,Yes
19,Male,2.86,1492,224,3.11,Arts,2,3,4,5,1,0,44000,10,3,Mid,6,Yes
19,Male,3.34,1204,152,2.16,Mathematics,0,7,3,1,8,1,33700,5,4,Mid,1,No
20,Male,2.86,966,140,3.05,Engineering,1,3,0,7,7,3,63400,9,5,Mid,10,No
29,Male,2.88,1129,367,3.58,Business,0,2,4,7,8,3,47400,8,1,Entry,6,No
29,Female,2.13,1232,128,2.16,Business,3,6,4,4,9,5,64600,7,3,Entry,9,No
20,Female,2.8,1176,351,3.78,Medicine,1,1,3,3,2,3,35200,6,5,Senior,8,No
18,Male,3.53,1483,147,3.16,Engineering,1,3,4,1,5,3,40400,4,5,Mid,5,No
20,Male,3.83,1043,285,3.9,Mathematics,0,7,5,7,2,0,36900,10,1,Entry,7,Yes
23,Male,2.83,1150,469,2.3,Arts,4,3,1,5,8,0,49600,10,1,Entry,5,Yes
25,Female,2.85,1590,218,3.99,Mathematics,0,9,4,10,4,1,39900,7,5,Entry,3,Yes
29,Male,3.41,979,436,3.29,Business,4,6,5,1,4,4,66200,7,5,Entry,9,No
27,Other,3.89,956,732,3.13,Medicine,1,1,3,1,10,2,25000,1,3,Mid,7,No
23,Female,2.53,1265,145,3.03,Mathematics,2,4,4,3,8,2,75300,9,3,Entry,8,No
22,Male,2.88,1207,841,2.05,Arts,2,3,4,3,7,3,45500,4,2,Senior,7,No
21,Female,3.59,1073,277,3.88,Arts,0,8,2,2,1,1,38400,7,2,Entry,7,No
20,Female,3.22,1361,754,3.29,Mathematics,4,6,3,8,7,2,77600,9,5,Mid,8,No
21,Female,2.22,1577,60,2.18,Arts,0,8,3,8,10,2,48500,2,2,Entry,8,No
24,Male,3.26,1495,610,2.04,Computer Science,3,9,5,6,3,2,45500,8,5,Entry,6,No
18,Male,2.37,1392,843,2.1,Business,0,6,2,5,5,2,40700,4,1,Mid,4,Yes
24,Female,3.02,1459,375,3.22,Computer Science,0,1,2,6,8,5,46000,4,1,Entry,5,No
18,Female,3.06,1538,404,3.23,Computer Science,0,1,5,1,6,2,57300,3,3,Mid,6,No
19,Female,3.75,1580,881,3,Business,0,1,1,2,8,5,57800,10,4,Mid,9,Yes
21,Female,2.92,1273,693,2.61,Engineering,4,4,4,7,5,5,32100,4,5,Entry,5,No
18,Female,2.56,1248,114,3.06,Law,4,0,0,1,10,1,32500,9,3,Entry,9,No
28,Female,2.46,966,495,3.03,Medicine,4,6,0,8,9,2,65400,1,2,Entry,9,No
29,Male,3.75,1229,615,2.04,Mathematics,3,1,2,3,6,2,42100,9,5,Mid,8,No
28,Female,2.34,1093,336,2.56,Law,3,3,3,4,9,5,49100,10,3,Entry,10,Yes
